total_cases   new_cases     total_deaths     new_deaths    total_cases_per_million     new_cases_per_million      total_deaths_per_million      new_deaths_per_million      new_tests             total_tests          total_tests_per_thousand       new_tests_per_thousand      new_tests_smoothed        new_tests_smoothed_per_thousand    tests_per_case     life_expectancy 
1803695.0   62538.0         38938.0            904.0                   1307.021                     40.784                              28.837                                    0.582                           174257.730769        2.020286e+07     16.050000                               0.126292                            504266.000000             0.107624                                             10.398000           69.66
